Donor_smiles,HOMO_D(eV),LUMO_D(eV),Acceptor_smiles,HOMO_A(eV),LUMO_A(eV),PCE,Jsc(mA/cm2),FF,Voc(V),DOI
FC1=C(C2=CC=C(C)S2)C3=NC(OCC(CCCCCC)CCCCCCCC)=CN=C3C(C)=C1F,-5.54 ,-3.99 ,O=C(C(C=C(Br)C=C1)=C1C/2=C(C#N)/C#N)C2=C/C3=C(CCCCCCCCCCC)C(SC4=C5N(CC(CC)CCCC)C6=C4C7=NSN=C7C8=C6N(CC(CC)CCCC)C9=C8SC%10=C9SC(/C=C%11/C(C%12=C(C%11=O)C=CC(Br)=C%12)=C(C#N)\C#N)=C%10CCCCCCCCCCC)=C5S3,-5.52 ,-3.99 ,13.14,21.15,0.66,0.89,10.1039/d0ta04941g
CC1=C(C(F)=C(C(OCC(CCCC)CC)=O)S2)C2=C(S1)C(S3)=CC(C3=C4C5=CC=C(CC(CCCC)CC)S5)=C(C6=CC=C(CC(CC)CCCC)S6)C7=C4C=C(C)S7,-5.22 ,-3.64 ,O=C(N(CC(CCCCCCCC)CCCCCCCCCC)C1=O)C2=CC(C)=C3C4=C(C(N(CC(CCCCCCCC)CCCCCCCCCC)C3=O)=O)C=C(C5=CC=C(C6=CC=C(C7=C8C9=C(C(N(CC(CCCCCCCC)CCCCCCCCCC)C8=O)=O)C=C(C%10=CC=C(C%11=CC=C(C%12=C%13C%14=C(C(N(CC(CCCCCCCC)CCCCCCCCCC)C%13=O)=O)C=C(C%15=CC=C(C%16=CC=C(C%17=C%18C%19=C(C(N(CC(CCCCCCCC)CCCCCCCCCC)C%18=O)=O)C=C(C%20=CC=C(C%21=CC=C(C%22=C%23C%24=C(C(N(CC(CCCCCCCC)CCCCCCCCCC)C%23=O)=O)C=C(C%25=CC=C(C%26=CC=C(C%27=C%28C%29=C(C(N(CC(CCCCCCCC)CCCCCCCCCC)C%28=O)=O)C=C(C%30=CC=C(C%31=CC=C(C%32=C%33C%34=C(C(N(CC(CCCCCCCC)CCCCCCCCCC)C%33=O)=O)C=C(C%35=CC=C(C%36=CC=C(C%37=C%38C%39=C(C(N(CC(CCCCCCCC)CCCCCCCCCC)C%38=O)=O)C=C(C%40=CC=C(C%41=CC=C(C%42=C%43C%44=C(C(N(CC(CCCCCCCC)CCCCCCCCCC)C%43=O)=O)C=C(C%45=CC=C(C%46=CC=C(C%47=C%48C%49=C(C(N(CC(CCCCCCCC)CCCCCCCCCC)C%48=O)=O)C=C(C%50=CC=C(C)S%50)C%51=C%49C(C(N(CC(CCCCCCCC)CCCCCCCCCC)C%51=O)=O)=C%47)S%46)S%45)C%52=C%44C(C(N(CC(CCCCCCCC)CCCCCCCCCC)C%52=O)=O)=C%42)S%41)S%40)C%53=C%39C(C(N(CC(CCCCCCCC)CCCCCCCCCC)C%53=O)=O)=C%37)S%36)S%35)C%54=C%34C(C(N(CC(CCCCCCCC)CCCCCCCCCC)C%54=O)=O)=C%32)S%31)S%30)C%55=C%29C(C(N(CC(CCCCCCCC)CCCCCCCCCC)C%55=O)=O)=C%27)S%26)S%25)C%56=C%24C(C(N(CC(CCCCCCCC)CCCCCCCCCC)C%56=O)=O)=C%22)S%21)S%20)C%57=C%19C(C(N(CC(CCCCCCCC)CCCCCCCCCC)C%57=O)=O)=C%17)S%16)S%15)C%58=C%14C(C(N(CC(CCCCCCCC)CCCCCCCCCC)C%58=O)=O)=C%12)S%11)S%10)C%59=C9C(C(N(CC(CCCCCCCC)CCCCCCCCCC)C%59=O)=O)=C7)S6)S5)C1=C24,-6.36 ,-4.05 ,7.60,12.90,0.71,0.83,10.1021/jacs.6b04822
CCc1ccc(-c2c3sc4cc(-c5cc(CC)c(-c6ccc(/C=C7/SC(=S)N(CC)C7=O)s6)s5)sc4c3c(-c3ccc(CC)s3)c3sc4cc(-c5cc(CC)c(-c6ccc(/C=C7/SC(=S)N(CC)C7=O)s6)s5)sc4c23)s1,-5.32 ,-3.53 ,CCc1c(/C=C2\C(=O)c3cc(F)c(F)cc3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6cc(/C=C7\C(=O)c8cc(F)c(F)cc8C7=C(C#N)C#N)sc6c5n(CC)c4c3n(CC)c21,-5.72 ,-4.10 ,14.34,24.34,0.68,0.86,10.1038/s41467-019-13292-1
CC(SC1=C2C3=CC=C(CC(CC)CCCC)S3)=CC1=C(C4=CC=C(CC(CC)CCCC)S4)C5=C2C=C(S5)C6=CC=C(C7=C8C(C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C8=O)=O)=C(C%10=CC=C(C)S%10)S7)S6,-5.39 ,-3.50 ,CCCCC(CN1C2=C(C3=C1C(SC(/C=C4/C(C5=CSC=C5C4=O)=C(C#N)/C#N)=C6)=C6S3)C7=NN(N=C7C8=C2N(C9=C8SC%10=C9SC(/C=C%11C(C%12=CSC=C%12C\%11=C(C#N)\C#N)=O)=C%10)CC(CCCC)CC)CC(CCCC)CC)CC,-5.43 ,-4.04 ,13.40,23.56,0.69,0.82,10.1038/s41467-019-08386-9
O=C(N(CC(CCCC)CCCCCC)C(C1=C2SC(C3=C(CCCCCCCCCCCC)C=C(C4=CC=C(C5=CC(CCCCCCCCCCCC)=C(C)S5)S4)S3)=C1)=O)C6=C2SC(C)=C6,-5.58 ,-3.77 ,O=C(N(CCCCCCCC)C1=O)C2=C(CCC3=CC=CC=C3)C=C(C4=C5C=C(CCC6=CC=CC=C6)C1C42)C7=CC(CCC8=CC=CC=C8)=C9C%10=C7C5=CC(CCC%11=CC=CC=C%11)=C%10C(N(CCCCCCCC)C9=O)=O,-5.92 ,-3.91 ,1.20,2.44,0.49,1.02,10.1021/ja508814z
CC1=C(CCCCCC)C=C(C)S1,-4.85 ,-2.84 ,O=C(N1CC(CCCC)CC)C2=C3C(C4=C(C5=CC=C(C6=CC(C(N7CC(CC)CCCC)=O)=C8C(C9=CC=C8C7=O)=C6C%10=C(C9=CC=C%11C(N(CC(CCCC)CC)C%12=O)=O)C%11=C%12C=C%10)S5)C=C3C1=O)=C(C=C2)C%13=C(C4=CC=C%14C(N(CC(CC)CCCC)C%15=O)=O)C%14=C%15C=C%13,-5.83 ,-3.95 ,0.35,2.01,0.47,0.43,10.1039/C3CP51475G
CC1=CC(CCCCCC)=C(C)S1,-5.00 ,-3.10 ,CCCCC(CC)CN(C1=O)C(C2=CC=CC(C2=C1C=C3)=C3C(S4)=CC=C4C(C5=NSN=C5C(C6=CC=C(C7=CC=C(C(N8CC(CC)CCCC)=O)C9=C7C=CC=C9C8=O)S6)=C%10C(N%11CC(CC)CCCC)=O)=C%10C%11=O)=O,-5.62 ,-3.65 ,2.11,6.14,0.44,0.77,10.1039/c8nj04896g
CC(SC1=C2C3=CC(Cl)=C(CC(CC)CCCC)S3)=CC1=C(C4=CC(Cl)=C(CC(CC)CCCC)S4)C5=C2C=C(C6=C(CC(CCCC)CCCCCC)C=C(C7=NC8=C(N=C(C9=CC(CC(CCCC)CCCCCC)=C(C)S9)S8)S7)S6)S5,-5.47 ,-3.55 ,CCCCCCC(C=C1)=CC=C1C2(C3=CC=C(CCCCCC)C=C3)C4=CC5=C(C(C6=C5SC7=C6SC(/C=C8C(C(C=C(F)C(F)=C9)=C9C\8=C(C#N)\C#N)=O)=C7)(C%10=CC=C(CCCCCC)C=C%10)C%11=CC=C(CCCCCC)C=C%11)C=C4C%12=C2C(SC(/C=C%13C(C(C=C(F)C(F)=C%14)=C%14C\%13=C(C#N)/C#N)=O)=C%15)=C%15S%12,-5.66 ,-4.14 ,3.97,7.81,0.51,0.95,10.1002/adfm.202011168
FC(C(F)=C(C1=NSN=C12)C)=C2C(S3)=CC=C3C4=C(OCC(CCCCCC)CCCCCCCC)C=C(C5=CC=C(C)S5)C(OCC(CCCCCC)CCCCCCCC)=C4,-5.31 ,-3.56 ,CCCCCC(N(C(C1=CC=C2C(C=CC34)=C5C4C(C(N(C6=CC=C(C7(CCCCC7)C8=CC=C(N(C9=O)C(C%10=CC=C%11C%12=C(C%13=CC=C(C%14=C%13C%11=CC=C%15%14)C(N(C%15=O)C(CCCCC)CCCCC)=O)C=CC9C%10%12)=O)C=C8)C=C6)C3=O)=O)=CC=C5C%16=CC=C%17C1=C2%16)=O)C%17=O)CCCCC,-6.16 ,-3.98 ,5.28,10.04,0.60,0.87,10.1039/c6cc04229e
CCc1ccc(-c2c3cc(-c4cc5c(-c6ccc(CC)s6)c6sc(-c7cc8c(-c9ccc(CC)s9)c9sc(/C=C%10/SC(=S)N(CC)C%10=O)cc9c(-c9ccc(CC)s9)c8s7)cc6c(-c6ccc(CC)s6)c5s4)sc3c(-c3ccc(CC)s3)c3cc(/C=C4\SC(=S)N(CC)C4=O)sc23)s1,-5.51 ,-3.34 ,CCc1ccc(C2(c3ccc(CC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7cc(F)c(F)cc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CC)cc2)(c2ccc(CC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5cc(F)c(F)cc5C4=C(C#N)C#N)sc23)cc1,-5.66 ,-4.14 ,11.24,18.27,0.68,0.91,10.1002/inf2.12163
CCOC(=O)c1sc2c(-c3cc4c(-c5ccc(CC)s5)c5sc(-c6sc(-c7cc8c(-c9ccc(CC)s9)c9sc(-c%10sc(-c%11cc%12c(-c%13ccc(CC)s%13)c%13sccc%13c(-c%13ccc(CC)s%13)c%12s%11)c%11sc(C(=O)OCC)c(F)c%10%11)cc9c(-c9ccc(CC)s9)c8s7)c7sc(C(=O)OCC)c(F)c67)cc5c(-c5ccc(CC)s5)c4s3)scc2c1F,-5.20 ,-3.56 ,CCc1cc(-c2ccc(/C=c3\sc(=C(C#N)C#N)n(CC)c3=O)c3nsnc23)sc1-c1nc2sc(-c3sc(-c4ccc(/C=c5\sc(=C(C#N)C#N)n(CC)c5=O)c5nsnc45)cc3CC)nc2s1,-5.50 ,-3.80 ,7.16,9.95,0.58,1.23,10.1016/j.orgel.2021.106195
CCOC1=C(C2=CC=C(C)S2)C2=NSN=C2C(C2=CC=C(C3=CC4=C(C5=CC(Cl)=C(CC)S5)C5=C(C=C(C)S5)C(C5=CC(Cl)=C(CC)S5)=C4S3)S2)=C1OCC,-5.51 ,-3.60 ,CCc1ccc(C2(c3ccc(CC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7cc(F)c(F)cc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CC)cc2)(c2ccc(CC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5cc(F)c(F)cc5C4=C(C#N)C#N)sc23)cc1,-5.66 ,-4.14 ,11.60,21.03,0.70,0.78,10.1039/C8TA10923K
CCc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(-c7cc8c(-c9ccc(CC)s9)c9sc(-c%10ccc(-c%11sc(-c%12ccc(-c%13cc%14c(-c%15ccc(CC)s%15)c%15sc(-c%16ccc(-c%17sc(-c%18cccs%18)c%18c%17C(=O)c%17c(CC)sc(CC)c%17C%18=O)s%16)cc%15c(-c%15ccc(CC)s%15)c%14s%13)s%12)c%12c%11C(=O)c%11c(CC)sc(CC)c%11C%12=O)s%10)cc9c(-c9ccc(CC)s9)c8s7)s6)c6c5C(=O)c5c(CC)sc(CC)c5C6=O)s4)sc3c(-c3ccc(CC)s3)c3ccsc23)s1,-5.21 ,-3.41 ,CCN1C(=O)/C(=C/c2ccc(-c3cc4c(s3)-c3cc5c(cc3C4(CC)CC)-c3sc(-c4ccc(/C=C6\SC(=S)N(CC)C6=O)c6nsnc46)cc3C5(CC)CC)c3nsnc23)SC1=S,-5.51 ,-3.88 ,7.06,12.03,0.61,0.97,10.1002/aenm.201903298
CC(SC1=C2C3=CC=C(CC(CC)CCCC)S3)=CC1=C(C4=CC=C(CC(CC)CCCC)S4)C5=C2C=C(S5)C6=CC=C(C7=C8C(C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C8=O)=O)=C(C%10=CC=C(C)S%10)S7)S6,-5.27 ,-3.50 ,O=C(N(C(CCCC)CCCC)C1=O)C2=CC=C3C4=C2C1=CC(C5=C6C7=C(C8=C5C=C(C(N9C(CCCC)CCCC)=O)C%10=C8C(C%11=CC=C%12C(N(C(CCCC)CCCC)C%13=O)=O)=CC=C%10C9=O)C%11=C%12C%13=C7)=C4C%14=C6C=C(C(N%15C(CCCC)CCCC)=O)C%16=C%14C3=C(C%17=C%18C([N+]%19=CC=C%18)=C(O[Al-3]%19%20%21([N+]%22=CC=CC%23=C(C%24=C(C%25=CC=C(C(N%26C(CCCC)CCCC)=O)C%27=C%25C%28=C%29C=C%27C%26=O)C(C%28=C(C%30=C%29C(C=C%31C(N(C(CCCC)CCCC)C%32=O)=O)=C(C%33=C%31C%32=CC=C%33%34)C%35=C%30C=C%36C%37=C%35C%34=CC=C%37C(N(C(CCCC)CCCC)C%36=O)=O)C=C%38C(N(C(CCCC)CCCC)C%39=O)=O)=C%38C%39=C%24)C=CC(O%21)=C%23%22)OC%40=C([N+]%20=CC=C%41)C%41=C(C%42=C(C%43=CC=C(C(N%44C(CCCC)CCCC)=O)C%45=C%43C%46=C%47C=C%45C%44=O)C(C%46=C(C%48=C%47C(C=C%49C(N(C(CCCC)CCCC)C%50=O)=O)=C(C%51=C%49C%50=CC=C%51%52)C%53=C%48C=C%54C%55=C%53C%52=CC=C%55C(N(C(CCCC)CCCC)C%54=O)=O)C=C%56C(N(C(CCCC)CCCC)C%57=O)=O)=C%56C%57=C%42)C=C%40)C=C%17)C=C%16C%15=O,-5.45 ,-3.95 ,8.13,14.66,0.61,0.91,10.1002/smtd.201700330
O=C(C1=CC2=C(SC(C3=CC4=C(S3)C(C5=CC=C(S5)CC(CCCC)CC)=C6C=C(SC6=C4C7=CC=C(S7)CC(CCCC)CC)C)=C2S1)C)CC(CC)CCCC,-5.11 ,-3.25 ,O=C(N(CC(CC)CCCC)C1=O)C2=CC(C3=CC(N(C4=CC=C(C5=C(C6=CC=C(C7=O)C8C6=C9C=CC8C(N7CC(CC)CCCC)=O)C(C9=CC=C%10C(N(CC(CC)CCCC)C%11=O)=O)=C%10C%11=C5)C=C4)C%12=CC=C(C(C=C%13C(N(CC(CC)CCCC)C%14=O)=O)=C%15C%16=C%13C%14=CC=C%16C%17=CC=C(C%18=O)C%19C%17=C%15C=CC%19C(N%18CC(CC)CCCC)=O)C=C%12)=CC=C3)=C(C%20=C%21C=CC1C%202)C%22=CC=C%23C%24=C%22C%21=CC=C%24C(N(CC(CC)CCCC)C%23=O)=O,-5.40 ,-3.70 ,3.32,11.97,0.34,0.87,10.1002/adma.201400525
CC(SC1=C2C3=CC(F)=C(SCC(CC)CCCC)S3)=CC1=C(C4=CC(F)=C(SCC(CC)CCCC)S4)C5=C2C=C(C6=CC=C(C7=C8C(C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C8=O)=O)=C(C%10=CC=C(C)S%10)S7)S6)S5,-5.40 ,-3.60 ,O=C1C2=C(C=CC=C2)C(/C1=C/C3=CC(C(C4=CC=C(CCCCCC)C=C4)(C5=C6SC7=C(C8=CC=C(SCC(CCCC)CC)S8)C9=C(C(C%10=CC=C(SCC(CC)CCCC)S%10)=C57)SC(C%11=C%12C=C(/C=C%13/C(C(C=CC=C%14)=C%14C%13=O)=C(C#N)\C#N)S%11)=C9C%12(C%15=CC=C(CCCCCC)C=C%15)C%16=CC=C(CCCCCC)C=C%16)C%17=CC=C(CCCCCC)C=C%17)=C6S3)=C(C#N)\C#N,-5.50 ,-3.86 ,11.60,16.40,0.66,1.05,10.1021/acsami.9b11700
CC1=CC(C(S1)=C2C3=CC=C(CC(CC)CCCC)S3)=C(C4=C2C=C(C5=CC=C(C6=C(F)C(F)=C(C7=CC=C(C)S7)C8=NN(CC(CCCCCC)CCCCCCCC)N=C68)S5)S4)C9=CC=C(CC(CC)CCCC)S9,-5.13 ,-3.22 ,O=C(N/1CC)/C(SC1=C(C#N)\C#N)=C/C2=CC=C(C3=CC4=C(C5=CC6=C(C=C5C4(C7=CC=C(C=C7)CCCCCC)C8=CC=C(C=C8)CCCCCC)C(SC(C9=CC=C(C%10=NN(N=C9%10)CCCCCCCC)/C=C%11S/C(N(C\%11=O)CC)=C(C#N)\C#N)=C%12)=C%12C6(C%13=CC=C(C=C%13)CCCCCC)C%14=CC=C(C=C%14)CCCCCC)S3)C%15=NN(CCCCCCCC)N=C2%15,-5.49 ,-3.73 ,9.41,14.62,0.60,1.07,10.1021/acs.chemmater.8b05316
CC(SC1=C2C3=CC=C(SCC(CC)CCCC)S3)=CC1=C(C4=CC=C(SCC(CC)CCCC)S4)C5=C2C=C(C6=CC=C(S6)C(C7=NN(CC(CCCCCC)CCCC)N=C78)=CC9=C8C=C(C%10=CC=C(C)S%10)C%11=NN(CC(CCCCCC)CCCC)N=C%119)S5,-5.39 ,-3.30 ,CCCCCCC(C=C1)=CC=C1C2(C3=CC=C(CCCCCC)C=C3)C4=CC5=C(C(C6=C5SC7=C6SC(/C=C8C(C(C=C(F)C(F)=C9)=C9C\8=C(C#N)\C#N)=O)=C7)(C%10=CC=C(CCCCCC)C=C%10)C%11=CC=C(CCCCCC)C=C%11)C=C4C%12=C2C(SC(/C=C%13C(C(C=C(F)C(F)=C%14)=C%14C\%13=C(C#N)/C#N)=O)=C%15)=C%15S%12,-5.70 ,-3.99 ,11.31,18.65,0.69,0.88,10.1016/j.isci.2018.12.027
CC1=CC(C(C2=CC(F)=C(CC(CCCC)CC)S2)=C(SC(C3=CC=C(C4=C5C(C(C6=C(CC(CC)CCCC)SC(CC(CCCC)CC)=C6C5=O)=O)=C(C7=CC=C(C)S7)S4)S3)=C8)C8=C9C%10=CC(F)=C(CC(CC)CCCC)S%10)=C9S1,-5.45 ,-3.64 ,CCCCCCCCC(CCCCCC)Cn1c2c3sc(/C=C4\C(=O)c5cc(F)c(F)cc5C4=C(C#N)C#N)c(CCCCCC)c3sc2c2c3nsnc3c3c4sc5c(CCCCCC)c(/C=C6\C(=O)c7cc(F)c(F)cc7C6=C(C#N)C#N)sc5c4n(CC(CCCCCC)CCCCCCCC)c3c21,-5.72 ,-3.92 ,17.82,27.17,0.78,0.85,10.1021/acs.chemmater.1c03104
CC1=CC=C(S1)C2=C(F)C(F)=C(C3=CC=C(C4=CC5=C(C(C6=CC=C(CCCCCCC[Si](C)(O[Si](C)(C)C)O[Si](C)(C)C)S6)=C(C=C(C)S7)C7=C5C8=CC=C(CCCCCCC[Si](C)(O[Si](C)(C)C)O[Si](C)(C)C)S8)S4)S3)C9=NN(CC(CCCCCC)CCCCCCCC)N=C92,-5.31 ,-3.34 ,O=C(C1=C(C/2=C(C#N)/C#N)C=C(F)C(F)=C1)C2=C/C3=CSC(C4=CC(C5(CCCCCCCC)CCCCCCCC)=C(C6=C5C=C(C7=C(C8(CCCCCCCC)CCCCCCCC)C=C(C9=C(OCC(CCCC)CC)C(/C=C(/C(C(C=C%10F)=C%11C=C%10F)=C(C#N)/C#N)C%11=O)=CS9)S7)C8=C6)S4)=C3OCC(CCCC)CC,-5.43 ,-3.79 ,5.19,9.75,0.60,0.88,10.1007/s11426-021-9975-9
CC1=C(C(F)=C(C(OCC(CCCC)CC)=O)S2)C2=C(S1)C(S3)=CC(C3=C4C5=CC=C(CC(CCCC)CC)S5)=C(C6=CC=C(CC(CC)CCCC)S6)C7=C4C=C(C)S7,-5.22 ,-3.64 ,O=C(C(/C1=C(C#N)/C#N)=C\C2=CC(SC3=C4C(C5=CC=C(CCCCCC)C=C5)(C6=CC=C(CCCCCC)C=C6)C7=C3SC8=C7SC9=C8C(C%10=CC=C(CCCCCC)C=C%10)(C%11=CC=C(CCCCCC)C=C%11)C%12=C9SC%13=C%12SC(/C=C(/C%14=C(C#N)/C#N)C(C%15=C%14C=CC(F)=C%15)=O)=C%13)=C4S2)C%16=C1C=CC(F)=C%16,-5.36 ,-3.92 ,12.00,24.00,0.67,0.74,10.1002/adma.201705969
O=C(OCC(CC)CCCC)C1=C(F)C2=C(C)SC(C3=CC4=C(C(C5=CC=C(CC(CC)CCCC)S5)=C(C=C(C)S6)C6=C4C7=CC=C(CC(CC)CCCC)S7)S3)=C2S1,-5.22 ,-3.64 ,CCCCCCC(C=C1)=CC=C1C2(C3=CC=C(CCCCCC)C=C3)C4=CC5=C(C(C6=C5SC(C7=CC(F)=C(C8=CC=C(/C=C9S/C(N(CCCCCCCC)C/9=O)=C(C#N)/C#N)S8)C%10=NSN=C%107)=C6)(C%11=CC=C(CCCCCC)C=C%11)C%12=CC=C(CCCCCC)C=C%12)C=C4C%13=C2C=C(C%14=CC(F)=C(C%15=NSN=C%14%15)C(S%16)=CC=C%16/C=C%17C(N(/C(S\%17)=C(C#N)/C#N)CCCCCCCC)=O)S%13,-5.47 ,-3.65 ,9.14,15.18,0.58,1.02,10.1021/acsami.8b04541
CC1=C(CCCCCC)C=C(C)S1,-4.85 ,-2.84 ,O=C(/C(C1=O)=C\C(SC2=C3SC4=C2N(CC(CC)CCCC)C5=C4C6=NSN=C6C7=C5N(CC(CC)CCCC)C8=C7SC9=C8SC(/C=C(C%10=O)\C(C%11=C%10C=C(Cl)C(Cl)=C%11)=O)=C9CCCCCCCCCCC)=C3CCCCCCCCCCC)C%12=C1C=C(Cl)C(Cl)=C%12,-5.64 ,-3.67 ,9.46,16.49,0.65,0.88,10.1039/D0EE01763A
CC(S1)=CC=C1C2=C(OCC(CCCCCC)CCCCCCCC)C=C(C3=CC=C(C4=C(F)C(F)=C(C)C5=NSN=C45)S3)C(OCC(CCCCCCCC)CCCCCC)=C2,-5.45 ,-3.69 ,O=C(N(C(CC)CC)C1=O)C2=CC=C3C4=C(C5=C6C=C(C(N(C(CC)CC)C7=O)=O)C8=C7C=C(C9=CC%10=C%11C(C%12=C(N%13CC(CC)CCCC)C=C%11C(N(C(CC)CC)C%10=O)=O)=C9C%14=CC=C(C(N(C(CC)CC)C%15=O)=O)C%16=C%15C=C%13C%12=C%14%16)C3=C58)C(N6CC(CCCC)CC)=CC1=C42,-5.90 ,-3.70 ,6.40,11.75,0.53,1.04,10.1021/acsaelm.9b00328
CC(SC1=C2C3=CC=C(SCC(CCCC)CCCCCC)S3)=CC1=C(C4=CC=C(SCC(CCCC)CCCCCC)S4)C5=C2C=C(S5)C6=C(CCCCCCCC)C=C(C7=NN=C(C8=CC(CCCCCCCC)=C(C)S8)S7)S6,-5.39 ,-2.80 ,CCCCCCC(C=C1)=CC=C1C2(C3=CC=C(CCCCCC)C=C3)C4=CC5=C(C(C6=C5SC7=C6SC(/C=C8C(C(C=CC=C9)=C9C\8=C(C#N)\C#N)=O)=C7)(C%10=CC=C(CCCCCC)C=C%10)C%11=CC=C(CCCCCC)C=C%11)C=C4C%12=C2C(SC(/C=C%13C(C(C=CC=C%14)=C%14C\%13=C(C#N)/C#N)=O)=C%15)=C%15S%12,-5.48 ,-3.83 ,12.80,17.78,0.65,1.10,10.1002/adma.201703973
CC(SC1=C2C3=CC=C(CC(CC)CCCC)S3)=CC1=C(C4=CC=C(CC(CC)CCCC)S4)C5=C2C=C(S5)C6=CC=C(C7=C8C(C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C8=O)=O)=C(C%10=CC=C(C)S%10)S7)S6,-5.31 ,-3.50 ,O=C1C2=C(C)SC=C2C(/C1=C/C3=CC(S4)=C(S3)C5=C4C6=C(C(C7=CC=C(CCCCCC)C=C7)5C8=CC=C(CCCCCC)C=C8)C9=C(C(C%10=CC=C(CC(CCCC)CC)S%10)=C(C(C(C%11=CC=C(CCCCCC)C=C%11)%12C%13=CC=C(CCCCCC)C=C%13)=C(S%14)C%15=C%12C=C(/C=C%16/C(C%17=CSC(C)=C%17C%16=O)=C(C#N)\C#N)S%15)C%14=C9C%18=CC=C(CC(CCCC)CC)S%18)S6)=C(C#N)/C#N,-5.45 ,-3.83 ,13.60,20.31,0.74,0.90,10.1039/c9ta02283j
CC1=CC(C(S1)=C2C3=CC=C(SCCCCCCCCCCCC)S3)=C(C4=C2C=C(C5=CC=C(C6=C(F)C(F)=C(C7=CC=C(C)S7)C8=NN(CC(CCCCCC)CCCCCCCC)N=C68)S5)S4)C9=CC=C(SCCCCCCCCCCCC)S9,-5.32 ,-3.38 ,O=C(/C(S/1)=C/C(C2=NN(CCCCCCCC)N=C32)=CC=C3C(S4)=CC5=C4C6=CC(C(C7=CC=C(CCCCCC)C=C7)(C8=CC=C(CCCCCC)C=C8)C9=C%10SC(C%11=CC=C(/C=C%12S/C(N(CC)C\%12=O)=C(C#N)/C#N)C%13=NN(CCCCCCCC)N=C%11%13)=C9)=C%10C=C6C5(C%14=CC=C(CCCCCC)C=C%14)C%15=CC=C(CCCCCC)C=C%15)N(CC)C1=C([N+]#[C-])\C#N,-5.49 ,-3.73 ,8.25,10.84,0.66,1.15,10.1002/adfm.201704507
CC1=C(CCCCCC)C=C(C)S1,-4.85 ,-2.84 ,O=C(N1CC(CCCC)CC)C2=C3C(C4=C(C5=CC=C(C6=CC=C(C7=C(CCCCCC)C=C(C8=CC(CCCCCC)=C(C9=CC=C(C%10=CC=C(C%11=CC(C(N%12CC(CC)CCCC)=O)=C%13C(C%14=CC=C%13C%12=O)=C%11C%15=C(C%14=C(OCCOC)C=C%16C(N(CC(CC)CCCC)C%17=O)=O)C%16=C%17C=C%15)S%10)S9)S8)S7)S6)S5)C=C3C1=O)=C(C=C2)C%18=C(C4=CC=C%19C(N(CC(CC)CCCC)C%20=O)=O)C%19=C%20C=C%18OCCOC,-5.10 ,-3.84 ,1.18,4.57,0.44,0.62,10.1007/s11426-015-5485-8
CC(S1)=CC=C1C2=C(C(C3=C(CC(CC)CCCC)SC(CC(CCCC)CC)=C3C4=O)=O)C4=C(S2)C(S5)=CC=C5C6=CC(SC7=C(C8=CC=C(CCCCCCCC)S8)C(C(SC(C)=C9)=C9S%10)=C%10C(C%11=CC=C(CCCCCCCC)S%11)=C7%12)=C%12S6,-5.36 ,-3.43 ,O=C(N(C(C1=CC=C2C3=C(C(C=C4)=CC=C4N(C5=CC=C(C6=C7C8=C(C9=C%10C%11=C(C=C9[Se]%12)C(N(C(C%11=CC=C%107)=O)C(CCCCCC)CCCCCC)=O)C%12=CC%13=C8C(C(N(C%13=O)C(CCCCCC)CCCCCC)=O)=C6)C=C5)C%14=CC=C(C%15=C%16C%17=C(C%18=C%19C%20=C(C=C%18[Se]%21)C(N(C(C%20=CC=C%19%16)=O)C(CCCCCC)CCCCCC)=O)C%21=CC%22=C%17C(C(N(C%22=O)C(CCCCCC)CCCCCC)=O)=C%15)C=C%14)C=C%23C(N(C(C%24=C%23C3=C%25C%26=C%24)=O)C(CCCCCC)CCCCCC)=O)=O)C(CCCCCC)CCCCCC)C%27=C1C2=C%25C([Se]%26)=C%27,-5.74 ,-3.80 ,6.10,10.38,0.59,0.99,10.1016/j.orgel.2016.10.044
